1.3029127520	1.3862943610
1.1786549960	1.4350845250
2.0149030210	1.6094379120
1.6193882430	1.8082887710
1.6677068210	1.8196988380
1.9169226120	1.8870696490
2.2617630980	1.9169226120
2.9957322740	2.1747517210
2.3125354240	2.1860512770
2.3418058060	2.2082744140
3.8199077170	2.2407096890
2.4849066500	2.2721258860
2.0149030210	2.3025850930
2.2300144000	2.3608540010
2.5877640350	2.3702437410
2.3418058060	2.3795461340
3.5263605250	2.3978952730
2.1972245770	2.4423470350
3.5524868290	2.4510050980
3.2638491910	2.4849066500
3.0910424530	2.4989739070
2.4790562360	2.5095992620
3.1570004210	2.5152741860
2.3513752570	2.5257286440
2.4336133550	2.5336968140
3.5351453540	2.5494451710
2.8332133440	2.5802168300
2.5802168300	2.5649493570
2.2823823860	2.5802168300
2.8154087190	2.5877640350
2.4595888420	2.6026896850
2.9957322740	2.6173958330
2.7343675090	2.6390573300
4.9494688590	2.6461747970
2.7600099400	2.6532419650
2.7859367400	2.6461747970
3.0587070730	2.6532419650
3.6635616460	2.6741486490
2.9069010600	2.6741486490
3.4111477130	2.6810215290
2.7887081040	2.6946271810
2.9338568700	2.6959776200
2.7408400240	2.7080502010
2.9177707320	2.7013612130
2.3795461340	2.7080502010
2.7725887220	2.7278528280
3.7495040760	2.7663191090
3.2200751050	2.7788192720
3.0397491590	2.7800607370
3.4657359030	2.7850112420
3.6763006720	2.8332133440
3.5945687750	2.8449093840
4.1850989250	2.8390784640
2.6878474940	2.8449093840
4.0377742110	2.8507065020
3.4339872040	2.8622008810
3.0587070730	2.8678989020
2.9177707320	2.8678989020
3.4657359030	2.8735646400
3.4468078930	2.8791984570
3.8372994590	2.8848007130
3.2718477100	2.8959119380
3.0540011820	2.9079933590
3.6838669120	2.9123506650
4.3134800920	2.9496883350
4.1239033640	2.9444389790
3.3877743610	2.9496883350
3.7256934270	2.9652730660
3.9493187900	2.9699015140
3.2108436530	3.0155349010
3.2425923510	3.0204248860
3.1696855810	3.0680529350
3.4307561840	3.0773122610
4.0386556560	3.0773122610
2.9907197320	3.0910424530
3.0492730400	3.1179499060
3.3534067180	3.1179499060
3.1135153090	3.1311369110
4.4897593340	3.1223649240
3.3178157730	3.1311369110
4.4212473480	3.1354942160
4.6774908480	3.1780538300
4.3782695860	3.1986731180
3.2068032440	3.1986731180
3.9415818080	3.2027464430
3.3568971230	3.2580965380
3.8286413960	3.2580965380
4.4438270360	3.2657594110
4.3615687930	3.2809112160
4.2384449060	3.2946138960
4.1287459890	3.3286266890
4.1852511210	3.4177266840
4.7698368080	3.4304325070
4.2901169170	3.4404180950
4.3956829610	3.4730528190
4.3346729380	3.4965075610
4.1108738640	3.5025498760
3.9357395320	3.5392186800
3.9376907520	3.5582011300
4.8652240910	3.5973122610
