4.6308379330	3.5898875050
4.6728288340	3.5973122610
3.7954891890	3.6136169700
5.1304902560	3.6189933270
5.1422481810	3.6216707040
4.3744983680	3.6888794540
6.0200520040	3.6888794540
4.6318121170	3.7135720670
5.6636546840	3.7155213850
4.9753534800	3.7256934270
5.0992564860	3.7281001670
6.1527326950	3.7612001160
3.2752561580	3.7848712200
4.9387811900	3.8066624900
5.2257466740	3.8177123260
5.1829065150	3.8286413960
4.2484952420	3.8329797980
4.7824792010	3.8501476020
4.3820266350	3.8501476020
4.8040210450	3.8712010110
5.3968043130	3.8712010110
6.0036401230	3.8918202980
5.1161957900	3.9120230050
5.5891195660	3.9180050770
5.3913522330	3.9259259110
6.0393018770	3.9288801220
5.4258306870	3.9396381720
5.1929568510	3.9512437190
4.1190371750	3.9852734670
5.1647859740	4.0000338830
5.9788857650	4.0775374440
5.8847141770	4.0775374440
5.5626028610	4.1230939760
5.7170277010	4.1287459890
5.4174328470	4.1588830830
6.6200732070	4.1604443640
5.9045440750	4.1651136330
6.3828307310	4.1743872700
5.8852703510	4.2046926190
6.4785096420	4.2341065050
6.6366025080	4.2456340100
5.9401712530	4.2738844760
6.1820849070	4.2972854060
5.3092573070	4.3254562830
5.5214609180	4.3333614630
5.0663853090	4.3372907410
6.3561076610	4.3502779360
7.0157124200	4.3502779360
5.6531906890	4.3579900570
6.0478448810	4.3611859690
6.9633791830	4.3669129970
6.8172833760	4.3669129970
5.1803780690	4.3694478520
5.6764112780	4.3820266350
5.2364419630	4.3870141760
5.1862678630	4.3944491550
5.9064511730	4.4308167990
5.2574953720	4.4367515340
6.1333980430	4.4520190060
6.3279367840	4.4670568840
6.6693711780	4.4773368140
5.5357582230	4.4998096700
5.6674642120	4.5086592860
6.3317450590	4.5185223790
6.2257458430	4.5230160840
6.1607705170	4.5432947820
6.4165688700	4.5549289700
6.5091416460	4.5736795190
5.6942370620	4.5976419200
3.9627161200	4.6001576440
5.9661467390	4.6150413060
7.1010167760	4.6161101260
6.2865565980	4.6190730910
6.4062197020	4.6200587980
6.7730803760	4.6210435350
6.3561076610	4.6539603500
6.7428806360	4.6539603500
5.5134287460	4.6643820460
8.9871968210	4.6867501730
7.4566278500	4.7335634010
7.0317412590	4.7578912730
6.9742450200	4.7438881050
6.5615538670	4.7578912730
6.1880587630	4.7664383340
6.6887282430	4.7774414070
6.8001700680	4.7782828040
7.1308988300	4.7874917430
6.7452363490	4.7874917430
6.2363695900	4.7957905460
6.3716118470	4.8370752430
7.1328968330	4.8504665420
6.8772960710	4.8652240910
6.9407063790	4.8941014780
6.6093964120	4.9052747780
6.2728770070	4.9115513360
6.1342653460	4.9199809260
7.0296808340	4.9228963800
8.0391573900	4.9387811900
7.0664669700	4.9593420000
7.0177301320	4.9642422550
6.9196838500	4.9767337420
7.4942077210	5.0072963930
7.3414838520	5.0093010710
6.7934661330	5.0421339610
6.5764695690	5.1334427230
7.8079166290	5.1480757030
7.8747391250	5.1532915940
7.5569505720	5.1590552990
7.8240460110	5.2056536820
7.8164169840	5.2257466740
6.6669567920	5.2385673620
7.5768658820	5.2412177750
7.0071480230	5.2600000000
8.2698850130	5.3471075310
8.8607828960	5.3659760150
7.0544496580	5.4026773820
7.5744044680	5.4328482600
7.5381223910	5.4743693100
7.4955419440	5.6419070710
10.5136606500	5.7037824750
