3.0397491590	2.8339777580
1.5475625090	2.8592364910
4.0055133490	3.1937918360
4.2195077050	3.1863526330
3.8286413960	3.2148678030
3.4499875460	3.2461290590
2.8449093840	3.2577734090
3.4339872040	3.2425923510
4.6463121290	3.3114914690
3.8329797980	3.3792925460
4.2492092730	3.3737234050
4.0109629530	3.4437299120
3.5553480610	3.4750672300
3.6375861600	3.5055573970
4.5325994930	3.5584973830
3.9120230050	3.5810158080
4.0943445620	3.5851842180
3.8458832030	3.5994797730
4.4566701780	3.6244742570
4.4176350620	3.6618473570
4.4886363700	3.6634077880
4.0604430110	3.6609942510
4.6051701860	3.6712245190
3.7841896340	3.6888794540
4.8089270240	3.6938669960
4.3894986500	3.7273811590
3.8918202980	3.7588718260
4.1743872700	3.7612001160
3.6419712680	3.7861195890
5.1480757030	3.8488787120
4.7957905460	3.8458832030
4.5951198500	3.8544150790
5.6222108210	3.8877303130
4.9904325870	3.9021504320
4.9628446300	4.3694478520
5.7620513830	4.3726074130
4.9236239170	4.3820266350
6.2363695900	4.4067192470
5.3375380800	4.4508528260
5.7203117770	4.5459508260
4.6558633000	4.5605848690
7.2696863850	4.6151205170
7.2189097080	4.6395716130
6.5153297840	4.7379512970
5.2781146590	4.7791234930
6.4769723630	4.7836510430
7.8434305120	4.8982128650
6.5652649700	4.9729334270
6.3969296550	5.1532915940
7.4597228460	5.2522734280
8.7514744870	5.3230099790
8.9058511810	5.3636368330
8.8508041960	5.4493202400
8.0487882840	5.5568280620
10.7193610900	5.6524891800
9.4083712220	5.7525726390
7.7621706070	5.7930136080
10.4341158000	5.8260001070
11.1562505200	6.3491389910
10.8251637600	6.3969296550
10.8395809100	6.4614681760
11.6982508400	6.5176712730
11.4262776600	6.6300000000
12.2365145500	6.6151946590
